strassenschluessel,strassenname,stadtteilschluessel,stadtteilname,plz,hausnr_ungerade_von,hausnr_ungerade_bis,hausnr_gerade_von,hausnr_gerade_bis
05134,Marderallee,308,Lövenich,50859,0001,0023,0002,0024
05136,Margaretenstr.,713,Libur,51147,0003,0061,0006,0082
05137,Margeritenweg,210,Sürth,50999,0001,0015,0002,0012
05138,Margueritenweg,306,Junkersdorf,50858,0001,0071,0002,0024
05140,Marienburger Str. (Urbach),707,Urbach,51145,0001,0017,0002,0020
05141,Kurische Str.,206,Rondorf,50997,0001,0049,0004,0026
05142,Marienplatz (Urbach),707,Urbach,51145,0001,0005,0002,0002
05143,Marienstr. (Pesch),606,Pesch,50767,0001,0095,0002,0130
05144,Marienstr. (Widdersdorf),309,Widdersdorf,50859,0001,0011,0002,0026
05146,Marienweg,307,Weiden,50858,0001,0051,0002,0056
05148,Marktstr. (Zündorf),714,Zündorf,51143,0003,0027,0002,0022
05149,Markusweg,209,Weiß,50999,0005,0021,0006,0024
05151,Marsdorfer Str.,306,Junkersdorf,50858,0001,0059,0002,0080
05152,Martin-Luther-Str. (Eil),705,Eil,51145,0001,0015,0002,0036
05153,Martin-Luther-Str. (Esch),607,Esch/Auweiler,50765,0001,0015a,0002,0008
05155,Martinsweg,208,Rodenkirchen,50999,0001,0005,0002,0006
05156,Martinusstr.,607,Esch/Auweiler,50765,0001,0071,0002,0042
05158,Maternusplatz,208,Rodenkirchen,50996,0001,0011,0002,0010
05159,Maternusstr. (Rodenkirchen),208,Rodenkirchen,50996,0001,0039,0002,0048
05160,Mathäusstr.,704,Gremberghoven,51149,,,,
05161,Mathildenstr. (Ensen),703,Ensen,51149,0001,0041,0002,0046
05163,Max-Liebermann-Str. (Esch),607,Esch/Auweiler,50765,0001,0041,0002,0046
05164,Max-Liebermann-Str. (Rodenkirchen),208,Rodenkirchen,50999,0003,0015,0002,0016
05165,Siegershof,307,Weiden,50859,0001,0013,0002,0014a
05166,Max-Planck-Str. (Marsdorf),306,Junkersdorf,50858,0003,0043,0002,0046
05168,Max-von-Schenkendorf-Str.,706,Porz,51143,0005,0013,0002,0014
05169,Meisenweg (Ensen),703,Ensen,51149,0001,0005,0002,0006
05170,Meisenweg (Esch),607,Esch/Auweiler,50765,,,0004,0004
05171,Meisenweg (Godorf),211,Godorf,50997,0003,0013,0002,0026
05172,Memeler Str. (Urbach),707,Urbach,51145,0001,0039,0002,0048
05174,Auweilerweg (Auweiler),405,Bocklemünd/Mengenich,50829,,,,
05174,Auweilerweg (Auweiler),607,Esch/Auweiler,50765,0007,0025,0002,0062
05175,Mengenicher Str. (Pesch),606,Pesch,50767,0003,0059,0002,0032
05176,Merrillweg,207,Hahnwald,50996,0001,0009a,0002,0018
05177,Merschfeldweg,308,Lövenich,50859,0001,0009,0002,0014
05178,Im Rheinwinkel,703,Ensen,51149,0001,0007,0002,0022
05179,Meschenicher Str. (Godorf),211,Godorf,50997,0401,0451,0408,0452
05180,Trenkebergstr.,213,Meschenich,50997,0015,0047,0002,0060
05181,Minzeweg,210,Sürth,50999,0001,0075,0002,0038
05182,Mettfelder Str.,208,Rodenkirchen,50996,0001,0025,0002,0036
05183,Metzgersgäßchen,707,Urbach,51145,,,,
05184,Michaelweg,209,Weiß,50999,0001,0025,0002,0002
05185,Mittelstr. (Ensen),703,Ensen,51149,0001,0011,0002,0012
05186,Mittelstr. (Rodenkirchen),208,Rodenkirchen,50996,0001,0021,0002,0024
05187,Mittelweg,308,Lövenich,50859,0001,0001a,0002,0036
05188,Mönchsgüterweg,210,Sürth,50999,0001,0003,0002,0004
05189,Mörikestr. (Junkersdorf),307,Weiden,50858,0001,0045,0002,0036
05190,Mörikeweg,709,Grengel,51147,0001,0019,0002,0006
05191,Mohnweg (Wahn),711,Wahn,51147,0005,0017,0002,0018
05192,Mohnweg (Junkersdorf),306,Junkersdorf,50858,0001,0033,0002,0044
05193,Mohnweg (Sürth),210,Sürth,50999,0001,0011a,0002,0012a
05194,Moltkestr. (Weiden),307,Weiden,50859,0003,0069,0002,0064
05194,Moltkestr. (Weiden),308,Lövenich,50859,0111,0113,0066,0116
05196,Moltkestr. (Rodenkirchen),208,Rodenkirchen,50996,0001,0011,0002,0012
05197,Montessoristr.,606,Pesch,50767,0015,0071,0002,0026
05198,Moorweg,712,Lind,51147,0001,0007,0004,0010
05199,Moosweg (Heumar),808,Rath/Heumar,51107,0003,0005,0002,0020
05200,Moritz-von-Schwind-Str.,208,Rodenkirchen,50999,0001,0009,0002,0014
05201,Moritz-von-Schwind-Weg,709,Grengel,51147,0003,0013,0002,0016
05202,Moselstr. (Ensen),703,Ensen,51149,0001,0033,0002,0022
05203,Moselstr. (Lövenich),308,Lövenich,50859,0001,0053,0002,0010
05204,Moselstr. (Rodenkirchen),208,Rodenkirchen,50996,0001,0045,0002,0038
05206,Mozartstr. (Pesch),606,Pesch,50767,0001,0005,0002,0010
05207,Mozartstr. (Eil),705,Eil,51145,0005,0023,0002,0028
05208,Mozartstr. (Widdersdorf),309,Widdersdorf,50859,0001,0051,0002,0012
05209,Mozartstr. (Rodenkirchen),208,Rodenkirchen,50999,0001,0027,0002,0030
05210,Mühlengasse (Sürth),210,Sürth,50999,0001,0001,0002,0002
05211,Mühlenhecke,707,Urbach,51145,0001,0023,0002,0014
05212,Mühlenhof,211,Godorf,50997,0011,0025,,
05213,Mühlenstr.,706,Porz,51143,0001,0055,0002a,0040
05214,Mühlenweg (Porz),707,Urbach,51145,0001,0059,0004,0064
05214,Mühlenweg (Porz),708,Elsdorf,51145,,,,
05216,Mühlenweg (Rodenkirchen),208,Rodenkirchen,50996,0001,0025,0002,0030
05217,Müller-Armack-Str.,209,Weiß,50999,0005,0019,0006,0020
05218,Mülheimer Str.,705,Eil,51145,0001,0029,0002,0026
05219,Nachtigallenweg (Godorf),211,Godorf,50997,0001,0031,0004,0014
05220,Nachtigallenstr.,710,Wahnheide,51147,0051,0057,0056,0082
05220,Nachtigallenstr.,711,Wahn,51147,0001,0023,0002,0040
05222,Nagelschmiedshütte,308,Lövenich,50859,0005,0015,0002,0018
05223,Nahestr.,308,Lövenich,50859,0001,0005,0002,0004
05224,Narzissenweg (Sürth),210,Sürth,50999,0001,0009,0002,0010
05225,Neckarstr. (Westhoven),702,Westhoven,51149,0003,0049,0002a,0088
05226,Neckarstr. (Lövenich),308,Lövenich,50859,0001,0015,0002,0028
05227,Nelkenweg (Pesch),606,Pesch,50767,0001,0013,0002,0014
05228,Nelkenweg (Zündorf),714,Zündorf,51143,0001,0019,,
05230,Nettengasse,308,Lövenich,50859,0001,0035,0002,0026
05231,Neue Eiler Str.,705,Eil,51145,0001,0041,0002,0056
05232,Neue Heide,710,Wahnheide,51147,0001,0027,,
05233,Neu Engeldorfer Hof,213,Meschenich,50997,,,0000,
05234,Neu Engeldorfer Weg,213,Meschenich,50997,0001,0009,0002,0020a
05235,Neuenhofstr.,704,Gremberghoven,51149,,,0002,0002
05236,Neue Sandkaul,309,Widdersdorf,50859,0001,0029,0004,0082
05237,Neue Str.,702,Westhoven,51149,0001,0001,,
05238,Neuhöfersgäßchen,714,Zündorf,51143,,,,
05239,Neusser Str. (Eil),705,Eil,51145,0001,0053,0008,0036
05241,Neu-Subbelratherhof,309,Widdersdorf,50859,,,0000,
05242,Nibelungenstr. (Porz),711,Wahn,51147,,,0056,0062
05242,Nibelungenstr. (Porz),712,Lind,51147,0001,0085,0002,0040
05243,Nibelungenweg,208,Rodenkirchen,50996,0009,0045,0002,0070
05244,Nietzschestr. (Grengel),709,Grengel,51147,0001,0011,0002,0012
05245,Nikolaus-Groß-Str. (Pesch),606,Pesch,50767,0001,0033,,
05246,Nikolausstr. (Westhoven),702,Westhoven,51149,0001,0043,0008,0050
05248,Nikolausweg,209,Weiß,50999,0001,0005,0002,0010
05250,Novalisstr. (Grengel),709,Grengel,51147,0001,0085,0002,0064
05251,Nordring,607,Esch/Auweiler,50765,0001,0015,0002,0020a
05253,Normannenstr.,704,Gremberghoven,51149,0015,0017,0012,0020
05255,Ober Buschweg,210,Sürth,50999,0001,0047,0002,0052
05258,Oberstr.,702,Westhoven,51149,0027a,0139,0036,0130
05258,Oberstr.,703,Ensen,51149,0001,0027,0002,0034
05260,Odemshofallee,308,Lövenich,50859,0001,0011,0002,0014
05264,Offenbachstr.,606,Pesch,50767,0001,0049,0002,0040
05265,Ohmstr. (Porz),706,Porz,51145,0001,0109,0002,0092
05266,Olefsgasse,714,Zündorf,51143,0001,0019,0002,0030
05267,Oppelner Str.,707,Urbach,51145,0001,0027,0002,0026
05268,Orchideenweg (Zündorf),714,Zündorf,51143,0001,0135,0002,0030
05269,Orrer Str.,607,Esch/Auweiler,50765,0001,0029,0004,0024
05270,Osterriethweg,207,Hahnwald,50996,0001,0033,0004,0042
05271,Ostlandstr.,307,Weiden,50858,0001,0051,0002,0058
05271,Ostlandstr.,307,Weiden,50859,0053,0063,0070,0106
05272,Oststr.,208,Rodenkirchen,50996,0001,0015,0002,0012
05274,Otto-Hahn-Str. (Godorf),211,Godorf,50997,0001,0023,0006,0010
05275,Otto-Müller-Str.,606,Pesch,50767,0001,0019a,0002,0002
05276,Ottostr. (Eil),705,Eil,51149,0001,0001,,
05278,Paffendorfstr.,808,Rath/Heumar,51107,0001,0123,0002,0074
05279,Pappelallee,707,Urbach,51145,0001,0013,0008,0044
05281,Parkstr. (Wahnheide),710,Wahnheide,51147,0001,0059,0002,0026
05283,Pastoratsstr.,206,Rondorf,50997,0001,0035a,0002,0050
05284,Pastor-Huthmacher-Str.,713,Libur,51147,0007,0011,0002,0030
05285,Paul-Brätter-Str.,710,Wahnheide,51147,0001,0023,0002,0024
05286,Paul-Finger-Str.,306,Junkersdorf,50858,0003,0021,0002,0026
05287,Paulinenweg,703,Ensen,51149,0001,0005a,0002,0006
05288,Paulshofstr.,606,Pesch,50767,0001,0069,0002,0016
05289,Paulstr. (Westhoven),702,Westhoven,51149,0001,0005,0002,0004a
05290,Paulstr. (Weiß),209,Weiß,50999,0005,0023,0002,0024
05292,Pescher Pfad,607,Esch/Auweiler,50765,0001,0011,0002,0018
05293,Pescher Str.,606,Pesch,50767,0125,0125,,
05293,Pescher Str.,607,Esch/Auweiler,50765,0001,0025,0002,0024
05294,Pestalozzistr. (Pesch),606,Pesch,50767,0001,0109,0002,0050
05295,Pestalozzistr. (Weiden),307,Weiden,50858,0001,0009,0002,0010
05296,Petersbergstr. (Meschenich),213,Meschenich,50997,,,0002,0040
05298,Peterstr. (Porz),706,Porz,51145,0001,0023,0002,0002
05299,Peterstr. (Weiß),209,Weiß,50999,0003,0015,0002,0018
05301,Pfaffenpfad,707,Urbach,51145,0001,0015,0002,0036
05302,Pfaffenpfädchen,705,Eil,51145,0003,0049,0002,0048
05305,Pflasterhofweg,209,Weiß,50999,0001,0099,0004,0078
05306,Philipp-Reis-Str.,706,Porz,51143,,,,
05309,Planckstr.,706,Porz,51145,0001,0011,0002,0014
05310,Planitzweg,709,Grengel,51147,0001a,0001a,,
05311,Poller Weg,702,Westhoven,51149,0001,0001,,
05312,Pontinusweg,308,Lövenich,50859,0001,0019,0002,0036
05313,Porzer Ringstr.,702,Westhoven,51149,0001,0035,0048,0052
05313,Porzer Ringstr.,704,Gremberghoven,51149,,,0060,0060
05314,Porzer Str.,808,Rath/Heumar,51107,0001,0131,0002,0072
05315,Poststr. (Porz),706,Porz,51143,0007,0147,0004,0052
05315,Poststr. (Porz),711,Wahn,51147,0275,0299,0250,0322
05318,Potsdamer Str.,307,Weiden,50859,0001,0023,0002,0014
05320,Raabestr. (Weiden),307,Weiden,50858,0001,0003,,
05321,Raiffeisenstr. (Meschenich),213,Meschenich,50997,0001,0025,0002,0016
05322,Ranzeler Str.,714,Zündorf,51143,0001,0013,0002,0032
05323,Rathausstr.,706,Porz,51143,0001,0023,0002,0030
05326,Rather Str.,704,Gremberghoven,51149,0001,0039,0002a,0068
05328,Rebhuhnweg,211,Godorf,50997,0001,0039,0002,0030
05331,Rehweg (Lövenich),308,Lövenich,50859,0001,0011,0002,0016
05332,Reiherstr.,206,Rondorf,50997,0001,0035,0002,0084
05333,Kormoranweg,309,Widdersdorf,50859,0001,0003,0002,0004
05335,Reinekestr.,707,Urbach,51145,0001,0033,,
05336,Reinholdstr.,709,Grengel,51147,0003,0025,0002,0018
05337,Rembrandtstr. (Rodenkirchen),208,Rodenkirchen,50999,0003,0011,0002,0014
05338,Remigiusstr. (Sürth),210,Sürth,50999,0001,0013,0002,0030
05342,Revenstr.,711,Wahn,51147,0001,0021,0002,0050
05343,Rezagstr.,706,Porz,51143,0001,0029,0002,0026
05344,Rheinaustr. (Westhoven),702,Westhoven,51149,0001,0079,0002,0082
05345,Rheinaustr. (Sürth),210,Sürth,50999,0001,0015,0006,0012
05346,Rheinbergstr.,715,Langel,51143,0005,0077,0002,0094
05347,Rheinpfädchen,210,Sürth,50999,,,,
05348,Rheinstr.,208,Rodenkirchen,50996,0001a,0019,0002,0014
05350,Rheinwerft,211,Godorf,50997,,,,
05352,Richard-Wagner-Str. (Eil),705,Eil,51145,0001,0023,0002,0090
05353,Richard-Wagner-Str. (Weiden),307,Weiden,50858,0001,0001,,
05353,Richard-Wagner-Str. (Weiden),307,Weiden,50859,0009,0037,0002,0034
05354,Richard-Wagner-Str. (Rodenkirchen),208,Rodenkirchen,50999,0003,0041,0002,0046
05356,Richthofenstr.,714,Zündorf,51143,0001,0001c,0002,0008
05357,Rilkestr. (Junkersdorf),307,Weiden,50858,0001,0019,0002,0010
05358,Rilkestr. (Immendorf),212,Immendorf,50997,0001,0029,0002,0038
05359,Ringstr. (Esch),607,Esch/Auweiler,50765,0001,0147,0002,0148
05360,Ringstr. (Rodenkirchen),208,Rodenkirchen,50996,0003,0065,0002b,0072
05362,Ritterspornweg,210,Sürth,50999,,,0026,0026
05363,Ritterstr. (Weiß),209,Weiß,50999,0001,0125,0008,0076
05364,Robert-Koch-Str. (Pesch),606,Pesch,50767,0001,0015,0002,0106
05365,Zur Wieden,307,Weiden,50859,0001,0013a,0002,0010
05366,Robertstr. (Westhoven),702,Westhoven,51149,0003,0009a,0002,0012
05367,Robertstr. (Weiß),209,Weiß,50999,0001,0091,0002,0030
05369,Rodderweg,210,Sürth,50999,0001,0047,0004,0066
05371,Rodenkirchener Leinpfad,208,Rodenkirchen,50996,,,,
05372,Rodenkirchener Str. (Rondorf),206,Rondorf,50997,0015,0157,0028,0182
05372,Rodenkirchener Str. (Rondorf),208,Rodenkirchen,50996,,,,
05374,Römerstr. (Weiden),307,Weiden,50858,0011,0021,0006,0016
05375,Römerstr. (Rodenkirchen),208,Rodenkirchen,50996,0001,0115,0002,0094
05377,Röntgenstr. (Porz),706,Porz,51145,0001,0023,0002,0024
05378,Röntgenstr. (Pesch),606,Pesch,50767,0001,0037,0002,0024
05383,Rohrdommelweg,712,Lind,51147,,,0002,0016
05385,Rolandstr. (Wahnheide),710,Wahnheide,51147,0007,0037,0002,0030a
05386,Rondorfer Hauptstr.,206,Rondorf,50997,0001,0115,0002,0116
05388,Roonstr. (Rodenkirchen),208,Rodenkirchen,50996,0003,0013,0002,0008
05389,Rosengasse,715,Langel,51143,0001,0011,0004,0006
05390,Rosenhügel,714,Zündorf,51143,0001,0035,0002,0134
05391,Rosenplatz,308,Lövenich,50859,0001,0005,,
05392,Rosenstr. (Zündorf),714,Zündorf,51143,0001,0055,0002,0024
05394,Rosenweg (Pesch),606,Pesch,50767,0001,0015,0002,0014
05395,Rosenweg (Junkersdorf),306,Junkersdorf,50858,0001,0005,0002,0006
05397,Rotdornallee,210,Sürth,50999,0001,0015,0002,0036
05398,Rotdornstr.,208,Rodenkirchen,50996,0001,0031,0002,0014
05399,Rotdornweg (Pesch),606,Pesch,50767,0001,0015,0002,0010
05400,Rotdornweg (Heumar),808,Rath/Heumar,51107,0013,0041,0002,0030
05401,Rotdornweg (Widdersdorf),309,Widdersdorf,50859,0001,0027,0004,0014
05404,Rotkäppchenweg (Hochkirchen),206,Rondorf,50997,0001,0015,,
05405,Rotkehlchenweg (Hochkirchen),206,Rondorf,50997,0003,0005,0004,0006
05406,Rubensstr. (Rodenkirchen),208,Rodenkirchen,50999,0001,0007,0002,0012
05408,Rudolf-Diesel-Str.,705,Eil,51149,,,0008,0032
05409,Rudolfweg,209,Weiß,50999,0003,0011,,
05410,Rügenweg (Rondorf),206,Rondorf,50997,0005,0013,0002,0034
05411,Ruhrweg,702,Westhoven,51149,,,0010,0010
05412,Rumpelstilzchenweg,206,Rondorf,50997,0001,0011,,
05413,Rurseeallee,308,Lövenich,50859,0001,0025,0002,0026
05414,Rurstr. (Rodenkirchen),208,Rodenkirchen,50996,0003,0019,0002,0020
05416,Saarstr. (Lövenich),308,Lövenich,50859,0001,0015,0002,0086
05417,Saarstr. (Rodenkirchen),208,Rodenkirchen,50996,0003,0071,0016,0050
05418,Sachsenstr.,704,Gremberghoven,51149,,,,
05419,Salvienweg,714,Zündorf,51143,0001,0007,0002,0006
05420,Salzburger Weg,306,Junkersdorf,50858,0001,0055,0002,0020
05422,Sandbergstr.,715,Langel,51143,0001,0147,0002,0098
05423,St.-Ägidius-Str.,711,Wahn,51147,0001,0071,0002,0056
05424,Pfarrer-Nikolaus-Vogt-Weg,702,Westhoven,51149,,,,
05425,St.-Anno-Str.,709,Grengel,51147,0001,0029,0002,0018
05426,St.-Georg-Str.,308,Lövenich,50859,0001,0035,0002,0034
05427,St.-Laurentius-Str.,703,Ensen,51149,0001,0001,0004,0004
05428,St.-Martin-Str.,714,Zündorf,51143,0001,0047,0004,0038
05429,St.-Michael-Str.,714,Zündorf,51143,0001,0015,0002,0020
05430,St.-Rochus-Str.,705,Eil,51145,0003,0041,0002,0034
05431,St.-Sebastianus-Str.,711,Wahn,51147,0001,0013,0010,0014
05433,Sauerbruchstr.,606,Pesch,50767,0001,0043,0002,0040
05434,Schafgasse,308,Lövenich,50859,0001,0003,0002,0002
05435,Schellenhofweg,306,Junkersdorf,50858,0001,0017,0002,0024
05436,Schellenweg,707,Urbach,51145,,,0002,0012
05437,Scheuermühlenstr.,710,Wahnheide,51147,0015,0065,0002,0050
05438,Schilfweg (Lind),712,Lind,51147,0001,0005,,
05439,Schillerstr. (Porz),706,Porz,51143,0001,0027,0002,0032
05440,Adrian-Meller-Str.,309,Widdersdorf,50859,0003,0011,0002,0010
05441,Schillerstr. (Weiden),307,Weiden,50858,0001,0047,0002,0036
05442,Zuckmayerstr.,208,Rodenkirchen,50996,0001,0007,0002,0004
05443,Schillingsrotter Str.,208,Rodenkirchen,50996,0003,0099,0002,0100
05444,Schlawer Str.,702,Westhoven,51149,,,,
05444,Schlawer Str.,703,Ensen,51149,,,,
05447,Schlehdornweg (Junkersdorf),306,Junkersdorf,50858,0001,0053,0022,0082
05450,Schmale Gasse,707,Urbach,51145,0021,0021,0004,0010
05452,Schmittgasse,714,Zündorf,51143,0001,0217,0002,0254
05453,Schneewittchenweg (Hochkirchen),206,Rondorf,50997,0001,0011,,
05454,Schneider-Clauss-Str. (Junkersdorf),306,Junkersdorf,50858,0001,0007,0004,0020
05455,Schneppenweg,715,Langel,51143,0001,0031,0002,0030
05456,Schöne Aussicht,702,Westhoven,51149,0001,0005,0002,0006
05457,Schopenhauerstr.,709,Grengel,51147,0001,0015,0002,0018
05458,Schrogenweg,715,Langel,51143,0003,0021,0002,0018
05459,Schubertstr. (Eil),705,Eil,51145,0001,0023,0002,0074
05460,Schubertstr. (Junkersdorf),306,Junkersdorf,50858,0003,0017,0002,0012
05461,Schubertstr. (Rodenkirchen),208,Rodenkirchen,50999,0001,0007,0002,0008
05462,Schützenstr.,710,Wahnheide,51147,0071,0077,0080,0080
05463,Schützenweg,307,Weiden,50858,0001,0003,0002,0008
05465,Schützstr.,208,Rodenkirchen,50996,0001,0011,0002,0056
05466,Schulstr. (Pesch),606,Pesch,50767,0001,0173,0004,0026
05467,Schulstr. (Eil),705,Eil,51145,0001,0029,0004,0028
05468,An den Kastanien,309,Widdersdorf,50859,0001,0011,,
05469,Schulstr. (Weiden),307,Weiden,50859,0005,0061,0002,0050
05470,Dr.-Johannes-Honnef-Str.,308,Lövenich,50859,0001,0011,0002,0014a
05471,Schulstr. (Meschenich),213,Meschenich,50997,0001,0015,0002,0014
05473,Schwabenstr.,208,Rodenkirchen,50996,0001,0011,0002,0010
05477,Schwarzer Weg,704,Gremberghoven,51149,,,0002,0002
05480,Sebastianusstr.,606,Pesch,50767,0001,0045,0002,0016
05483,Seitengasse,712,Lind,51147,,,0008,0008
05484,Seithümerstr.,308,Lövenich,50859,0001,0025,0002,0018
05485,Semmelweisstr. (Pesch),606,Pesch,50767,0001,0033,0002,0112
05487,Senkelsgraben,710,Wahnheide,51147,,,,
05487,Senkelsgraben,712,Lind,51147,,,,
05489,Servatiusstr. (Immendorf),212,Immendorf,50997,0045,0055,0046,0048
05490,Severinstr. (Urbach),707,Urbach,51145,0001,0015,0002,0024
05491,Selma-Lagerlöf-Str.,307,Weiden,50859,0001,0077,0002,0062
05492,Severinusstr.,308,Lövenich,50859,0001,0021,0006,0024
05493,Shell-Lager,211,Godorf,50997,,,,
05494,Siebengebirgsallee (Wahn),711,Wahn,51147,0003,0057,0006,0050
05495,Siebengebirgsstr.,213,Meschenich,50997,0001,0007,0004,0010
05497,Sieben-Schwaben-Weg,206,Rondorf,50997,0001,0009,0002,0022
05498,Houdainer Str.,714,Zündorf,51143,0001,0065,0002,0080
05499,Siegfriedstr. (Wahnheide),710,Wahnheide,51147,0005,0021,0002,0034
05500,Siegfriedstr. (Rodenkirchen),208,Rodenkirchen,50996,0003,0015,0002,0028
05501,Sieglarer Str. (Lind),712,Lind,51147,0001,0051,0002,0030
05502,Siegstr. (Ensen),703,Ensen,51149,0001,0007,0002,0018
05503,Siegstr. (Lövenich),308,Lövenich,50859,0001,0043,0002,0056
05504,Siegstr. (Rodenkirchen),208,Rodenkirchen,50996,0001,0071,0004,0056
05505,Silkestr.,209,Weiß,50999,0003,0025,0002,0016
05506,Siemensstr. (Porz),706,Porz,51145,0001,0011,0002,0052
05507,Chorbuschstr.,607,Esch/Auweiler,50765,0001,0091,0018,0076
05508,Pohlhofstr.,607,Esch/Auweiler,50765,0001,0035,,
05509,Solinger Str. (Porz),705,Eil,51145,0021,0031,0022,0030a
05509,Solinger Str. (Porz),707,Urbach,51145,0001,0001,,
05512,Sonnenblumenweg (Sürth),210,Sürth,50999,0001,0019,0010,0010
05513,Sophienstr.,702,Westhoven,51149,0001,0005,0002,0030
05514,Weihenweg,309,Widdersdorf,50859,0001,0005,0002,0004
05515,Sperberweg (Junkersdorf),306,Junkersdorf,50858,0003,0031,0002,0010
05516,Sperberweg (Rondorf),206,Rondorf,50997,0005,0079,0002,0028
05517,Spargelweg,715,Langel,51143,0001,0035,0002,0014
05519,Spitzangerweg,308,Lövenich,50859,0001,0067,0004,0054
05520,Sportplatzstr.,710,Wahnheide,51147,0003,0145,0002,0086
05521,Staelsweg,707,Urbach,51145,0003,0003,0002,0030
05523,Starenweg (Ensen),703,Ensen,51149,0001,0011,0002,0014
05524,Starenweg (Esch),607,Esch/Auweiler,50765,0001,0021,0002,0024
05525,Starenweg (Godorf),211,Godorf,50997,0001,0031,0002,0034
05527,Statthalterhofallee,306,Junkersdorf,50858,0001,0041,0002,0046
05528,Statthalterhofweg,306,Junkersdorf,50858,0001,0071,0002,0070
05529,Stefan-Lochner-Str.,208,Rodenkirchen,50999,0001,0017,0002,0016
05530,Stefanstr.,707,Urbach,51145,0009,0023,0002,0014
05531,Steinackerstr.,711,Wahn,51147,0001,0023,0002,0008
05532,Steinrutschweg (Pesch),606,Pesch,50767,0001,0025,,
05533,Steinstr. (Porz),704,Gremberghoven,51149,0163,0163,,
05533,Steinstr. (Porz),706,Porz,51143,0001,0017,0002,0058
05535,Steinstr. (Rodenkirchen),208,Rodenkirchen,50996,0001,0003,,
05536,Steinweg (Heumar),808,Rath/Heumar,51107,0017,0023,,
05539,Sterntalerweg,206,Rondorf,50997,0001,0009,0002,0010
05540,Sternweg,709,Grengel,51147,0001,0029,0004,0030
05541,Sterrenhofweg,306,Junkersdorf,50858,0001,0043,0002,0032
05542,Stettiner Str. (Urbach),707,Urbach,51145,0001,0027,0002,0024
05543,Stettiner Weg,307,Weiden,50858,0003,0007,0002,0012
05544,Steyrer Weg,306,Junkersdorf,50858,0001,0003,0006,0010
05546,Stockumer Weg,713,Libur,51147,,,0010,0012
05547,Stolpweg,206,Rondorf,50997,,,0002,0032
05548,Stormstr. (Weiden),307,Weiden,50858,0001,0021,0002,0028
05549,Stormstr. (Immendorf),212,Immendorf,50997,0001,0017,,
05550,Stralsunder Str.,707,Urbach,51145,0009,0031,0026,0042
05551,Stresemannstr. (Porz),716,Finkenberg,51149,0001,0015,0002,0046
05552,Stüttgenhof,306,Junkersdorf,50858,,,0000,
05554,Sudetenweg,306,Junkersdorf,50858,0001,0025,0002,0062
05556,Südallee,306,Junkersdorf,50858,0001,0013,0002,0006
05557,Südstr.,213,Meschenich,50997,0021,0027,0008,0040
05559,Sürther Hauptstr.,210,Sürth,50999,0003,0267,0002,0240f
05560,Sürther Leinpfad,210,Sürth,50999,,,,
05561,Sürther Str. (Rodenkirchen),208,Rodenkirchen,50996,0001,0117,0002,0122
05561,Sürther Str. (Rodenkirchen),208,Rodenkirchen,50999,0135,0191,0172,0310
05564,Talstr. (Rondorf),206,Rondorf,50997,0003,0039,0010,0010
05565,Talweg,704,Gremberghoven,51149,0001,0045,0002,0036
05566,Tagetesweg,714,Zündorf,51143,0001,0039,0002,0034
05567,Tannenstr.,306,Junkersdorf,50858,0001,0013,0002,0022
05568,Tannenweg,709,Grengel,51147,0001,0037,0002,0026
05570,Tassostr.,707,Urbach,51145,0001,0017,0002,0014
05573,Teutonenstr. (Gremberghoven),704,Gremberghoven,51149,0013,0035,0024,0034
05574,Teutonenstr. (Meschenich),213,Meschenich,50997,0001,0013,0002,0012
05575,Thenhovener Str.,607,Esch/Auweiler,50765,0017,0021,0040,0048
05577,Theodor-Heuss-Str. (Rodenkirchen),208,Rodenkirchen,50996,0001,0001,0002,0006
05578,Theodor-Körner-Str. (Porz),706,Porz,51143,0001,0007,0002,0010
05579,Theodor-Körner-Str. (Rodenkirchen),208,Rodenkirchen,50996,0001,0013,0002,0014
05583,Tiergartenstr. (Elsdorf),708,Elsdorf,51145,0001,0057,0002,0024
05584,Tillmannspfädchen,309,Widdersdorf,50859,,,0000,0016
05585,Tilsiter Str. (Urbach),707,Urbach,51145,0001a,0019,0002,0004
05586,Tilsiter Weg,307,Weiden,50858,0003,0011,0004,0006
05587,Tiroler Weg,306,Junkersdorf,50858,0001,0007,0002,0010
